id;catcode;catname;scatcode;scatname;charac;code
8859;2;Physical health intervention;1;Physical activity ;Ping-pong;NPI2.1.1
8872;2;Physical health intervention;1;Physical activity ;Piyo;NPI2.1.1
8898;2;Physical health intervention;1;Physical activity ;PLYOGA;NPI2.1.1
8971;2;Physical health intervention;1;Physical activity ;Power yoga;NPI2.1.1
9347;2;Physical health intervention;1;Physical activity ;Qi Gong / Chi Kung;NPI2.1.1
9346;2;Physical health intervention;1;Physical activity ;Qi Gong / Tai Chi;NPI2.1.1
9348;2;Physical health intervention;1;Physical activity ;Qi Gong on chair;NPI2.1.1
2935;2;Physical health intervention;1;Physical activity ;Running Outdoor;NPI2.1.1
1237;2;Physical health intervention;1;Physical activity ;Self-defense;NPI2.1.1
7010;2;Physical health intervention;1;Physical activity ;Slow, fast or uneven walk;NPI2.1.1
3866;2;Physical health intervention;1;Physical activity ;Smooth training;NPI2.1.1
3173;2;Physical health intervention;1;Physical activity ;Social dance;NPI2.1.1
3873;2;Physical health intervention;1;Physical activity ;Spinal training;NPI2.1.1
4485;2;Physical health intervention;1;Physical activity ;Strength of the trunk and abs;NPI2.1.1
4062;2;Physical health intervention;1;Physical activity ;Stretches with roller;NPI2.1.1
4061;2;Physical health intervention;1;Physical activity ;stretching;NPI2.1.1
116;2;Physical health intervention;1;Physical activity ;STRONG By Zumba ;NPI2.1.1
7660;2;Physical health intervention;1;Physical activity ;Swimming;NPI2.1.1
3169;2;Physical health intervention;1;Physical activity ;Teen dance;NPI2.1.1
110;2;Physical health intervention;1;Physical activity ;The Groove ;NPI2.1.1
3868;2;Physical health intervention;1;Physical activity ;Training Equalizer ;NPI2.1.1
3867;2;Physical health intervention;1;Physical activity ;Training in small groups;NPI2.1.1
1181;2;Physical health intervention;1;Physical activity ;Vacuum;NPI2.1.1
870;2;Physical health intervention;1;Physical activity ;Water aerobics;NPI2.1.1
357;2;Physical health intervention;3;Physiotherapy;Actinotherapy;NPI2.3.1
3007;2;Physical health intervention;3;Physiotherapy;cryotherapy;NPI2.3.1
2931;2;Physical health intervention;3;Physiotherapy;Currents emitted under variable voltage;NPI2.3.1
4086;2;Physical health intervention;3;Physiotherapy;drill;NPI2.3.1
3683;2;Physical health intervention;3;Physiotherapy;Electrolysis;NPI2.3.1
3685;2;Physical health intervention;3;Physiotherapy;Electrotherapy;NPI2.3.1
4610;2;Physical health intervention;3;Physiotherapy;galvanization;NPI2.3.1
2230;2;Physical health intervention;3;Physiotherapy;Heat;NPI2.3.1
5907;2;Physical health intervention;3;Physiotherapy;hydrotherapy;NPI2.3.1
395;2;Physical health intervention;4;Manual therapy ;acupressure;NPI2.4.1
792;2;Physical health intervention;4;Manual therapy ;Antigymnastic;NPI2.4.1
793;2;Physical health intervention;4;Manual therapy ;Anti-gymnastics;NPI2.4.1
1563;2;Physical health intervention;4;Manual therapy ;Bio-energy;NPI2.4.1
1578;2;Physical health intervention;4;Manual therapy ;Biokinergy;NPI2.4.1
2286;2;Physical health intervention;4;Manual therapy ;Chios mastic gum;NPI2.4.1
2287;2;Physical health intervention;4;Manual therapy ;chiropractic;NPI2.4.1
4060;2;Physical health intervention;4;Manual therapy ;Etiopathy;NPI2.4.1
4172;2;Physical health intervention;4;Manual therapy ;fasciapulsology;NPI2.4.1
4173;2;Physical health intervention;4;Manual therapy ;fasciatherapy;NPI2.4.1
4174;2;Physical health intervention;4;Manual therapy ;Fasciatherapy (fasciapulsology);NPI2.4.1
4175;2;Physical health intervention;4;Manual therapy ;Fasciatherapy method danis wood (mdb);NPI2.4.1
850;2;Physical health intervention;4;Manual therapy ;Global approach of theBody;NPI2.4.1
9589;2;Physical health intervention;4;Manual therapy ;Global Postural Rehabilitation - philippe souchard;NPI2.4.1
5279;2;Physical health intervention;4;Manual therapy ;haptonomy;NPI2.4.1
7268;2;Physical health intervention;4;Manual therapy ;Kabat method;NPI2.4.1
6239;2;Physical health intervention;4;Manual therapy ;Kinesiology;NPI2.4.1
3470;2;Physical health intervention;4;Manual therapy ;Lymphatic drainage;NPI2.4.1
7270;2;Physical health intervention;4;Manual therapy ;Mezieres method;NPI2.4.1
7305;2;Physical health intervention;4;Manual therapy ;Microkinesitherapy;NPI2.4.1
7306;2;Physical health intervention;4;Manual therapy ;Microkinesitherapy or primary rhythmic movement;NPI2.4.1
7271;2;Physical health intervention;4;Manual therapy ;Moneyron method;NPI2.4.1
2839;2;Physical health intervention;4;Manual therapy ;Mulligan Concept;NPI2.4.1
7576;2;Physical health intervention;4;Manual therapy ;Myofascial release;NPI2.4.1
3960;2;Physical health intervention;4;Manual therapy ;occupational therapy;NPI2.4.1
8322;2;Physical health intervention;4;Manual therapy ;Osteopathy;NPI2.4.1
6240;2;Physical health intervention;4;Manual therapy ;Physiotherapy;NPI2.4.1
7035;2;Physical health intervention;4;Manual therapy ;Physiotherapy;NPI2.4.1
9783;2;Physical health intervention;4;Manual therapy ;Rolfing;NPI2.4.1
2930;2;Physical health intervention;4;Wave therapy;High frequency currents;NPI2.3.1
102;2;Physical health intervention;4;Wave therapy ;Infrared;NPI2.3.1
105;2;Physical health intervention;4;Wave therapy ;Laser;NPI2.3.1
103;2;Physical health intervention;4;Wave therapy ;Light;NPI2.3.1
104;2;Physical health intervention;4;Wave therapy ;Ultraviolet light;NPI2.3.1
35;2;Physical health intervention;5;Thermalism;Anal and perineal shower;NPI2.5.1
1290;2;Physical health intervention;5;Thermalism;Bath followedBy vaginal irrigation;NPI2.5.1
21;2;Physical health intervention;5;Thermalism;Bath local gentle cleaning;NPI2.5.1
5;2;Physical health intervention;5;Thermalism;Bath with aerobics or bubbling;NPI2.5.1
10;2;Physical health intervention;5;Thermalism;Bath with gas insufflations;NPI2.5.1
6;2;Physical health intervention;5;Thermalism;Bath with immersion shower or hydrojets;NPI2.5.1
9;2;Physical health intervention;5;Thermalism;Bath with mother liquors;NPI2.5.1
8;2;Physical health intervention;5;Thermalism;Bath with running water;NPI2.5.1
7;2;Physical health intervention;5;Thermalism;Bath with underwater shower;NPI2.5.1
1289;2;Physical health intervention;5;Thermalism;Bath with vaginal irrigation;NPI2.5.1
22;2;Physical health intervention;5;Thermalism;Baths with underwater shower;NPI2.5.1
23;2;Physical health intervention;5;Thermalism;Baths with vaginal or anal irrigation;NPI2.5.1
3578;2;Physical health intervention;5;Thermalism;Bicarbonated waters;NPI2.5.1
3590;2;Physical health intervention;5;Thermalism;Calcium sulphate water;NPI2.5.1
3591;2;Physical health intervention;5;Thermalism;Calcium sulphide water;NPI2.5.1
3577;2;Physical health intervention;5;Thermalism;CalciumBicarbonate waters;NPI2.5.1
26;2;Physical health intervention;5;Thermalism;Cataplasm in a single local application;NPI2.5.1
28;2;Physical health intervention;5;Thermalism;Cataplasms in multiple local applications;NPI2.5.1
3581;2;Physical health intervention;5;Thermalism;Chlorinated sodium waters;NPI2.5.1
3582;2;Physical health intervention;5;Thermalism;Chlorinated sodium waters weak;NPI2.5.1
71;2;Physical health intervention;5;Thermalism;Collective aerosol using thermal water;NPI2.5.1
67;2;Physical health intervention;5;Thermalism;Collective hot inhalation;NPI2.5.1
88;2;Physical health intervention;5;Thermalism;Collective mobilization in a pool;NPI2.5.1
97;2;Physical health intervention;5;Thermalism;Collective respiratory rehabilitation;NPI2.5.1
17;2;Physical health intervention;5;Thermalism;Collective steam bath;NPI2.5.1
31;2;Physical health intervention;5;Thermalism;Columnization of the vagina;NPI2.5.1
2813;2;Physical health intervention;5;Thermalism;Compresses usedBy extension;NPI2.5.1
34;2;Physical health intervention;5;Thermalism;Cure of drink;NPI2.5.1
44;2;Physical health intervention;5;Thermalism;Directed jet local shower;NPI2.5.1
72;2;Physical health intervention;5;Thermalism;Electro-aerosol;NPI2.5.1
3800;2;Physical health intervention;5;Thermalism;Emanatorium;NPI2.5.1
94;2;Physical health intervention;5;Thermalism;Facial and cervical sprays for sedative and muscle relaxation;NPI2.5.1
3587;2;Physical health intervention;5;Thermalism;Ferruginous waters;NPI2.5.1
38;2;Physical health intervention;5;Thermalism;Filiform shower, care performed By the doctor;NPI2.5.1
79;2;Physical health intervention;5;Thermalism;Gargle with thermal water;NPI2.5.1
74;2;Physical health intervention;5;Thermalism;Gaseous nasal douche uses gas derived from water;NPI2.5.1
19;2;Physical health intervention;5;Thermalism;General Bath with underwater carbogas shower;NPI2.5.1
11;2;Physical health intervention;5;Thermalism;General carbogas bath ;NPI2.5.1
77;2;Physical health intervention;5;Thermalism;General dry gas bath;NPI2.5.1
92;2;Physical health intervention;5;Thermalism;General external sprays;NPI2.5.1
39;2;Physical health intervention;5;Thermalism;General hand-jet shower;NPI2.5.1
12;2;Physical health intervention;5;Thermalism;General mud bath;NPI2.5.1
47;2;Physical health intervention;5;Thermalism;General penetrating shower;NPI2.5.1
40;2;Physical health intervention;5;Thermalism;General shower from automatic jets;NPI2.5.1
41;2;Physical health intervention;5;Thermalism;Gingival shower;NPI2.5.1
3588;2;Physical health intervention;5;Thermalism;Hot mineral waters;NPI2.5.1
80;2;Physical health intervention;5;Thermalism;Humage nebulization with pressurized mineral water;NPI2.5.1
63;2;Physical health intervention;5;Thermalism;Humage-nebulization (fine hydration of mucous membranes);NPI2.5.1
57;2;Physical health intervention;5;Thermalism;Hydrotherapy wrap;NPI2.5.1
64;2;Physical health intervention;5;Thermalism;Illutation of general mud;NPI2.5.1
2;2;Physical health intervention;5;Thermalism;Individual aerosol;NPI2.5.1
62;2;Physical health intervention;5;Thermalism;Individual huming;NPI2.5.1
87;2;Physical health intervention;5;Thermalism;Individual mobilization a a pool;NPI2.5.1
98;2;Physical health intervention;5;Thermalism;Individual respiratory rehabilitation;NPI2.5.1
18;2;Physical health intervention;5;Thermalism;Individual steam bath ;NPI2.5.1
68;2;Physical health intervention;5;Thermalism;Injections of mineral water of identical principle;NPI2.5.1
61;2;Physical health intervention;5;Thermalism;Intestinal drip (or enteroclysis);NPI2.5.1
3451;2;Physical health intervention;5;Thermalism;Intestinal shower;NPI2.5.1
42;2;Physical health intervention;5;Thermalism;Inverted shower;NPI2.5.1
48;2;Physical health intervention;5;Thermalism;Kidney shower inBelt;NPI2.5.1
1;2;Physical health intervention;5;Thermalism;Local aerobath;NPI2.5.1
14;2;Physical health intervention;5;Thermalism;Local Dry Arm Gas Bath;NPI2.5.1
93;2;Physical health intervention;5;Thermalism;Local external sprays;NPI2.5.1
13;2;Physical health intervention;5;Thermalism;Local mud bath;NPI2.5.1
60;2;Physical health intervention;5;Thermalism;Local ovens;NPI2.5.1
43;2;Physical health intervention;5;Thermalism;Local shower jet followed By general shower;NPI2.5.1
3452;2;Physical health intervention;5;Thermalism;Local shower of dry gas;NPI2.5.1
65;2;Physical health intervention;5;Thermalism;Local unique Illutation;NPI2.5.1
3586;2;Physical health intervention;5;Thermalism;Low mineral waters;NPI2.5.1
3;2;Physical health intervention;5;Thermalism;Manosonic aerosol;NPI2.5.1
54;2;Physical health intervention;5;Thermalism;Manual drainage of venous stasis in theBath;NPI2.5.1
85;2;Physical health intervention;5;Thermalism;Massages under water or with thermal derivatives;NPI2.5.1
46;2;Physical health intervention;5;Thermalism;Medical shower;NPI2.5.1
3585;2;Physical health intervention;5;Thermalism;Medium sodium chloride waters;NPI2.5.1
89;2;Physical health intervention;5;Thermalism;Member spraying;NPI2.5.1
3584;2;Physical health intervention;5;Thermalism;Mixed sodium chloride waters;NPI2.5.1
3592;2;Physical health intervention;5;Thermalism;Mixed sulfurous water;NPI2.5.1
3579;2;Physical health intervention;5;Thermalism;MixedBicarbonate water;NPI2.5.1
27;2;Physical health intervention;5;Thermalism;Mud Cataplasms at home;NPI2.5.1
66;2;Physical health intervention;5;Thermalism;Multiple local Illutations;NPI2.5.1
83;2;Physical health intervention;5;Thermalism;Nasal and pharyngeal sprays;NPI2.5.1
78;2;Physical health intervention;5;Thermalism;Nasal bath with thermal water;NPI2.5.1
82;2;Physical health intervention;5;Thermalism;Nasal irrigations with isotonic waters;NPI2.5.1
53;2;Physical health intervention;5;Thermalism;Penetrating showers;NPI2.5.1
95;2;Physical health intervention;5;Thermalism;Perineal sprays;NPI2.5.1
75;2;Physical health intervention;5;Thermalism;Pharyngeal shower;NPI2.5.1
56;2;Physical health intervention;5;Thermalism;Postural drainage in a common room by a physiotherapist;NPI2.5.1
55;2;Physical health intervention;5;Thermalism;Postural drainage in a single room;NPI2.5.1
45;2;Physical health intervention;5;Thermalism;Pre-laryngeal local shower;NPI2.5.1
76;2;Physical health intervention;5;Thermalism;Protz method of displacement of by aspiration;NPI2.5.1
96;2;Physical health intervention;5;Thermalism;Radio emanatorium;NPI2.5.1
9538;2;Physical health intervention;5;Thermalism;Radiovaporarium;NPI2.5.1
81;2;Physical health intervention;5;Thermalism;Rest in the individual sweat cabin;NPI2.5.1
36;2;Physical health intervention;5;Thermalism;Shower of turpentine thermal water;NPI2.5.1
49;2;Physical health intervention;5;Thermalism;Shower under pressure in the pool;NPI2.5.1
50;2;Physical health intervention;5;Thermalism;Shower underwater in the pool;NPI2.5.1
51;2;Physical health intervention;5;Thermalism;Shower-massage;NPI2.5.1
24;2;Physical health intervention;5;Thermalism;Simple Bathing Bath;NPI2.5.1
20;2;Physical health intervention;5;Thermalism;Simple general Bath in the pool;NPI2.5.1
52;2;Physical health intervention;5;Thermalism;Simple local showers;NPI2.5.1
3594;2;Physical health intervention;5;Thermalism;Sodium or calcium sulphide water;NPI2.5.1
3580;2;Physical health intervention;5;Thermalism;SodiumBicarbonate waters;NPI2.5.1
4;2;Physical health intervention;5;Thermalism;Sonic aerosol;NPI2.5.1
3450;2;Physical health intervention;5;Thermalism;Special leg shower for arteritis.;NPI2.5.1
91;2;Physical health intervention;5;Thermalism;Spray of the oral cavity;NPI2.5.1
59;2;Physical health intervention;5;Thermalism;Steam Baths of thermal water or thermal gas;NPI2.5.1
3583;2;Physical health intervention;5;Thermalism;Strong sodium chloride waters;NPI2.5.1
69;2;Physical health intervention;5;Thermalism;Subcutaneous injections of dry thermal gas;NPI2.5.1
3593;2;Physical health intervention;5;Thermalism;Sulfuric Sodium Waters;NPI2.5.1
3589;2;Physical health intervention;5;Thermalism;Sulphated water;NPI2.5.1
16;2;Physical health intervention;5;Thermalism;Thermal loam Bath followed By shower;NPI2.5.1
15;2;Physical health intervention;5;Thermalism;Thermal mud Bath diffused;NPI2.5.1
37;2;Physical health intervention;5;Thermalism;Thermal steam shower;NPI2.5.1
32;2;Physical health intervention;5;Thermalism;Thermal water compresses;NPI2.5.1
73;2;Physical health intervention;5;Thermalism;Tubal insufflation;NPI2.5.1
70;2;Physical health intervention;5;Thermalism;Vaginal irrigation;NPI2.5.1
3453;2;Physical health intervention;5;Thermalism;Vaginal shower in hammock;NPI2.5.1
90;2;Physical health intervention;5;Thermalism;Vaginal spray;NPI2.5.1
101;2;Physical health intervention;5;Thermalism;Vaporarium;NPI2.5.1
99;2;Physical health intervention;5;Thermalism;Vibrating table;NPI2.5.1
100;2;Physical health intervention;5;Thermalism;Vibrating table;NPI2.5.1
33;2;Physical health intervention;5;Thermalism;Walking corridor Dynamic Bath against the current;NPI2.5.1
3574;2;Physical health intervention;5;Thermalism;Water with special arsenic mineralization;NPI2.5.1
3575;2;Physical health intervention;5;Thermalism;Water with special copper mineralization;NPI2.5.1
3576;2;Physical health intervention;5;Thermalism;Water with special iron mineralization;NPI2.5.1
