id;catcode;catname;scatcode;scatname;charac;code
3680;5;Others health intervention;2;Phytotherapy ;Elaeagnaceae;NPI5.2.1
3805;5;Others health intervention;2;Phytotherapy ;emmenagogue;NPI5.2.1
3806;5;Others health intervention;2;Phytotherapy ;Emollient;NPI5.2.1
3882;5;Others health intervention;2;Phytotherapy ;Ephedraceae;NPI5.2.1
3939;5;Others health intervention;2;Phytotherapy ;Equisetaceae;NPI5.2.1
4012;5;Others health intervention;2;Phytotherapy ;Ericaceae;NPI5.2.1
4017;5;Others health intervention;2;Phytotherapy ;Erythroxylaceae;NPI5.2.1
5855;5;Others health intervention;2;Phytotherapy ;Essential oils;NPI5.2.1
4073;5;Others health intervention;2;Phytotherapy ;Euphorbiaceae;NPI5.2.1
4090;5;Others health intervention;2;Phytotherapy ;Expectorant;NPI5.2.1
4167;5;Others health intervention;2;Phytotherapy ;Fabaceae;NPI5.2.1
4169;5;Others health intervention;2;Phytotherapy ;Fagaceae;NPI5.2.1
4192;5;Others health intervention;2;Phytotherapy ;Febrifuge;NPI5.2.1
4304;5;Others health intervention;2;Phytotherapy ;Flacourtiaceae;NPI5.2.1
4310;5;Others health intervention;2;Phytotherapy ;flavonoids;NPI5.2.1
4448;5;Others health intervention;2;Phytotherapy ;Florideae;NPI5.2.1
4575;5;Others health intervention;2;Phytotherapy ;Fucaceae;NPI5.2.1
4581;5;Others health intervention;2;Phytotherapy ;Fumariaceae;NPI5.2.1
4607;5;Others health intervention;2;Phytotherapy ;galenic;NPI5.2.1
4615;5;Others health intervention;2;Phytotherapy ;Ganodermataceae;NPI5.2.1
4860;5;Others health intervention;2;Phytotherapy ;Gentianaceae;NPI5.2.1
4864;5;Others health intervention;2;Phytotherapy ;Geraniaceae;NPI5.2.1
4886;5;Others health intervention;2;Phytotherapy ;Gigartinaceae;NPI5.2.1
4918;5;Others health intervention;2;Phytotherapy ;Ginkgoaceae;NPI5.2.1
4952;5;Others health intervention;2;Phytotherapy ;Globulariaceae;NPI5.2.1
5176;5;Others health intervention;2;Phytotherapy ;Grossulariaceae;NPI5.2.1
5245;5;Others health intervention;2;Phytotherapy ;Haemodoraceae;NPI5.2.1
5267;5;Others health intervention;2;Phytotherapy ;Hamamelidaceae;NPI5.2.1
5345;5;Others health intervention;2;Phytotherapy ;hemostatic;NPI5.2.1
5446;5;Others health intervention;2;Phytotherapy ;hericiaceae;NPI5.2.1
5470;5;Others health intervention;2;Phytotherapy ;Hippocastanaceae;NPI5.2.1
5860;5;Others health intervention;2;Phytotherapy ;huperziaceae;NPI5.2.1
5861;5;Others health intervention;2;Phytotherapy ;Hyacinthaceae;NPI5.2.1
5906;5;Others health intervention;2;Phytotherapy ;Hydrophyllaceae;NPI5.2.1
5916;5;Others health intervention;2;Phytotherapy ;Hymenochaetaceae;NPI5.2.1
5930;5;Others health intervention;2;Phytotherapy ;hypotensive;NPI5.2.1
5975;5;Others health intervention;2;Phytotherapy ;Illiciaeae;NPI5.2.1
6108;5;Others health intervention;2;Phytotherapy ;Iridaceae;NPI5.2.1
6109;5;Others health intervention;2;Phytotherapy ;iridoids;NPI5.2.1
6185;5;Others health intervention;2;Phytotherapy ;Juglandaceae;NPI5.2.1
6291;5;Others health intervention;2;Phytotherapy ;Krameriaceae;NPI5.2.1
6406;5;Others health intervention;2;Phytotherapy ;Lamiaceae;NPI5.2.1
6411;5;Others health intervention;2;Phytotherapy ;Laminariaceae;NPI5.2.1
6424;5;Others health intervention;2;Phytotherapy ;Lauraceae;NPI5.2.1
6436;5;Others health intervention;2;Phytotherapy ;Laxative;NPI5.2.1
6602;5;Others health intervention;2;Phytotherapy ;Liliaceae;NPI5.2.1
6606;5;Others health intervention;2;Phytotherapy ;Linaceae;NPI5.2.1
6685;5;Others health intervention;2;Phytotherapy ;Lobeliaceae;NPI5.2.1
6686;5;Others health intervention;2;Phytotherapy ;Loganiaceae;NPI5.2.1
6749;5;Others health intervention;2;Phytotherapy ;Lycoperdaceae;NPI5.2.1
6750;5;Others health intervention;2;Phytotherapy ;Lycopodiaceae;NPI5.2.1
6759;5;Others health intervention;2;Phytotherapy ;Lythraceae;NPI5.2.1
6974;5;Others health intervention;2;Phytotherapy ;Malaceae;NPI5.2.1
6978;5;Others health intervention;2;Phytotherapy ;Malpighiaceae;NPI5.2.1
6979;5;Others health intervention;2;Phytotherapy ;Malvaceae;NPI5.2.1
7006;5;Others health intervention;2;Phytotherapy ;Marantaceae;NPI5.2.1
7007;5;Others health intervention;2;Phytotherapy ;marasmiaceae;NPI5.2.1
7137;5;Others health intervention;2;Phytotherapy ;Meliaceae;NPI5.2.1
7195;5;Others health intervention;2;Phytotherapy ;Menispermaceae;NPI5.2.1
7241;5;Others health intervention;2;Phytotherapy ;Menyanthaceae;NPI5.2.1
7412;5;Others health intervention;2;Phytotherapy ;Monascaceae;NPI5.2.1
7414;5;Others health intervention;2;Phytotherapy ;Monimiaceae;NPI5.2.1
7419;5;Others health intervention;2;Phytotherapy ;Moraceae;NPI5.2.1
7430;5;Others health intervention;2;Phytotherapy ;Moringaceae;NPI5.2.1
7526;5;Others health intervention;2;Phytotherapy ;Musaceae;NPI5.2.1
7580;5;Others health intervention;2;Phytotherapy ;Myricaceae;NPI5.2.1
7581;5;Others health intervention;2;Phytotherapy ;Myristicaceae;NPI5.2.1
7582;5;Others health intervention;2;Phytotherapy ;Myrtaceae;NPI5.2.1
7894;5;Others health intervention;2;Phytotherapy ;Nymphaeaceae;NPI5.2.1
2270;5;Others health intervention;2;Phytotherapy ;Oak peduncle;NPI5.2.1
7985;5;Others health intervention;2;Phytotherapy ;Oenotheraceae;NPI5.2.1
7995;5;Others health intervention;2;Phytotherapy ;Olacaceae;NPI5.2.1
7996;5;Others health intervention;2;Phytotherapy ;Oleaceae;NPI5.2.1
8177;5;Others health intervention;2;Phytotherapy ;Onagraceae;NPI5.2.1
8250;5;Others health intervention;2;Phytotherapy ;Orchidaceae;NPI5.2.1
8342;5;Others health intervention;2;Phytotherapy ;Oxalidaceae;NPI5.2.1
8366;5;Others health intervention;2;Phytotherapy ;Paeoniaceae;NPI5.2.1
8369;5;Others health intervention;2;Phytotherapy ;palmaceae;NPI5.2.1
8370;5;Others health intervention;2;Phytotherapy ;Palmeae;NPI5.2.1
8388;5;Others health intervention;2;Phytotherapy ;Papaveraceae;NPI5.2.1
8400;5;Others health intervention;2;Phytotherapy ;Parmeliaceae;NPI5.2.1
8403;5;Others health intervention;2;Phytotherapy ;Passifloraceae;NPI5.2.1
8449;5;Others health intervention;2;Phytotherapy ;Pedaliaceae;NPI5.2.1
8515;5;Others health intervention;2;Phytotherapy ;Phaecophyceae;NPI5.2.1
8516;5;Others health intervention;2;Phytotherapy ;Phaeophyceae;NPI5.2.1
8520;5;Others health intervention;2;Phytotherapy ;pharmacognosy;NPI5.2.1
8521;5;Others health intervention;2;Phytotherapy ;pharmacopoeias;NPI5.2.1
315;5;Others health intervention;2;Phytotherapy ;Phenolic acids;NPI5.2.1
8720;5;Others health intervention;2;Phytotherapy ;Phytolaccaceae;NPI5.2.1
8857;5;Others health intervention;2;Phytotherapy ;Pinaceae;NPI5.2.1
8861;5;Others health intervention;2;Phytotherapy ;Piperaceae;NPI5.2.1
8875;5;Others health intervention;2;Phytotherapy ;Plantaginaceae;NPI5.2.1
8892;5;Others health intervention;2;Phytotherapy ;Platanaceae;NPI5.2.1
8897;5;Others health intervention;2;Phytotherapy ;Plumbaginaceae;NPI5.2.1
8901;5;Others health intervention;2;Phytotherapy ;Poaceae;NPI5.2.1
8929;5;Others health intervention;2;Phytotherapy ;Polygalaceae;NPI5.2.1
8930;5;Others health intervention;2;Phytotherapy ;Polygonaceae;NPI5.2.1
8933;5;Others health intervention;2;Phytotherapy ;Polyporaceae;NPI5.2.1
8939;5;Others health intervention;2;Phytotherapy ;Portulacaceae;NPI5.2.1
8940;5;Others health intervention;2;Phytotherapy ;Portulaceae;NPI5.2.1
9023;5;Others health intervention;2;Phytotherapy ;Primulaceae;NPI5.2.1
9201;5;Others health intervention;2;Phytotherapy ;Proteaceae;NPI5.2.1
9254;5;Others health intervention;2;Phytotherapy ;Pteridaceae;NPI5.2.1
9274;5;Others health intervention;2;Phytotherapy ;Punicaceae;NPI5.2.1
9337;5;Others health intervention;2;Phytotherapy ;Pyrolaceae;NPI5.2.1
9550;5;Others health intervention;2;Phytotherapy ;Ranunculaceae;NPI5.2.1
9737;5;Others health intervention;2;Phytotherapy ;repellent;NPI5.2.1
9738;5;Others health intervention;2;Phytotherapy ;Rhamnaceae;NPI5.2.1
9758;5;Others health intervention;2;Phytotherapy ;Rhodophyceae;NPI5.2.1
9794;5;Others health intervention;2;Phytotherapy ;Rosaceae;NPI5.2.1
9864;5;Others health intervention;2;Phytotherapy ;Rubiaceae;NPI5.2.1
9871;5;Others health intervention;2;Phytotherapy ;Rutaceae;NPI5.2.1
9879;5;Others health intervention;2;Phytotherapy ;Saccharomycetaceae;NPI5.2.1
9894;5;Others health intervention;2;Phytotherapy ;Salicaceae;NPI5.2.1
9918;5;Others health intervention;2;Phytotherapy ;Santalaceae;NPI5.2.1
9937;5;Others health intervention;2;Phytotherapy ;Sapindaceae;NPI5.2.1
9938;5;Others health intervention;2;Phytotherapy ;saponosides;NPI5.2.1
9939;5;Others health intervention;2;Phytotherapy ;Sapotaceae;NPI5.2.1
9968;5;Others health intervention;2;Phytotherapy ;Schizandraceae;NPI5.2.1
9973;5;Others health intervention;2;Phytotherapy ;Scrophulariaceae;NPI5.2.1
9997;5;Others health intervention;2;Phytotherapy ;Sedative;NPI5.2.1
1185;5;Others health intervention;2;Phytotherapy ;Symbiotic association of microorganisms;NPI5.2.1
438;5;Others health intervention;5;Lithotherapy ;Agate;NPI5.5.1
535;5;Others health intervention;5;Lithotherapy ;Alexandrite;NPI5.5.1
642;5;Others health intervention;5;Lithotherapy ;Amazonite;NPI5.5.1
643;5;Others health intervention;5;Lithotherapy ;Amber;NPI5.5.1
645;5;Others health intervention;5;Lithotherapy ;Amethyst;NPI5.5.1
646;5;Others health intervention;5;Lithotherapy ;Ametrine;NPI5.5.1
737;5;Others health intervention;5;Lithotherapy ;andalusite;NPI5.5.1
756;5;Others health intervention;5;Lithotherapy ;Angelite;NPI5.5.1
843;5;Others health intervention;5;Lithotherapy ;Apophylite;NPI5.5.1
450;5;Others health intervention;5;Lithotherapy ;Aquamarine;NPI5.5.1
1241;5;Others health intervention;5;Lithotherapy ;Aventurine;NPI5.5.1
1260;5;Others health intervention;5;Lithotherapy ;Azurite;NPI5.5.1
8194;5;Others health intervention;5;Lithotherapy ;Black onyx;NPI5.5.1
1666;5;Others health intervention;5;Lithotherapy ;blende;NPI5.5.1
821;5;Others health intervention;5;Lithotherapy ;Blue apatite;NPI5.5.1
1908;5;Others health intervention;5;Lithotherapy ;calcite;NPI5.5.1
2157;5;Others health intervention;5;Lithotherapy ;Celestine;NPI5.5.1
1894;5;Others health intervention;5;Lithotherapy ;Chalcedony;NPI5.5.1
2264;5;Others health intervention;5;Lithotherapy ;Charming Buds;NPI5.5.1
2451;5;Others health intervention;5;Lithotherapy ;Chrysanthemum parthenium;NPI5.5.1
2452;5;Others health intervention;5;Lithotherapy ;chrysocolla;NPI5.5.1
2913;5;Others health intervention;5;Lithotherapy ;cornelian;NPI5.5.1
2998;5;Others health intervention;5;Lithotherapy ;crystals;NPI5.5.1
3398;5;Others health intervention;5;Lithotherapy ;diopside;NPI5.5.1
3524;5;Others health intervention;5;Lithotherapy ;dumortierite;NPI5.5.1
3802;5;Others health intervention;5;Lithotherapy ;Emerald;NPI5.5.1
3859;5;Others health intervention;5;Lithotherapy ;enstatite;NPI5.5.1
7908;5;Others health intervention;5;Lithotherapy ;Eye of tiger;NPI5.5.1
8839;5;Others health intervention;5;Lithotherapy ;Fine and semi-precious stones;NPI5.5.1
4462;5;Others health intervention;5;Lithotherapy ;fluorite;NPI5.5.1
5154;5;Others health intervention;5;Lithotherapy ;Garnet;NPI5.5.1
4734;5;Others health intervention;5;Lithotherapy ;Gem;NPI5.5.1
7906;5;Others health intervention;5;Lithotherapy ;Hawk Eye;NPI5.5.1
5338;5;Others health intervention;5;Lithotherapy ;Hematite;NPI5.5.1
5325;5;Others health intervention;5;Lithotherapy ;Hliodore;NPI5.5.1
5497;5;Others health intervention;5;Lithotherapy ;Howlite;NPI5.5.1
6092;5;Others health intervention;5;Lithotherapy ;Iolite;NPI5.5.1
6152;5;Others health intervention;5;Lithotherapy ;Jade;NPI5.5.1
6153;5;Others health intervention;5;Lithotherapy ;Jet;NPI5.5.1
6333;5;Others health intervention;5;Lithotherapy ;labradorite;NPI5.5.1
6416;5;Others health intervention;5;Lithotherapy ;Lapis lazuli;NPI5.5.1
6887;5;Others health intervention;5;Lithotherapy ;magnesite;NPI5.5.1
6975;5;Others health intervention;5;Lithotherapy ;Malachite;NPI5.5.1
8836;5;Others health intervention;5;Lithotherapy ;moon stone;NPI5.5.1
7421;5;Others health intervention;5;Lithotherapy ;Morganite;NPI5.5.1
3015;5;Others health intervention;5;Lithotherapy ;Native copper;NPI5.5.1
7900;5;Others health intervention;5;Lithotherapy ;Obsidian;NPI5.5.1
8487;5;Others health intervention;5;Lithotherapy ;Peridot;NPI5.5.1
1695;5;Others health intervention;5;Lithotherapy ;Petrified wood;NPI5.5.1
2498;5;Others health intervention;5;Lithotherapy ;Potassium citrate;NPI5.5.1
8838;5;Others health intervention;5;Lithotherapy ;precious stone;NPI5.5.1
9511;5;Others health intervention;5;Lithotherapy ;Quartz;NPI5.5.1
6163;5;Others health intervention;5;Lithotherapy ;Red Jasper;NPI5.5.1
9757;5;Others health intervention;5;Lithotherapy ;Rhodochrosite;NPI5.5.1
1893;5;Others health intervention;5;Lithotherapy ;Rock and rock;NPI5.5.1
2996;5;Others health intervention;5;Lithotherapy ;Rock crystal;NPI5.5.1
9509;5;Others health intervention;5;Lithotherapy ;Rose quartz;NPI5.5.1
9510;5;Others health intervention;5;Lithotherapy ;Rutilated quartz;NPI5.5.1
8837;5;Others health intervention;5;Lithotherapy ;Sun stone;NPI5.5.1
